clean_comment,category
"harder,better,faster,stronger",1
old kayne kayne poopidy scoop happened,0
french power,0
old kanye better new kanye,1
boner harder better faster stronger.,1
still shit liked but bad video cant understand thing,-1
que musica ruim md,0
349 sooo tron legacy,0
pov 2010 listening banger,0
"bigger, better, faster, roblox",1
"whats more, daft punk make ton sample too, cant get one reproach anyone sampling them!",-1
listen remix 2018???,0
sample pretty well,1
n e n e g r,0
saw kanye perform live yas island abu dhabi yesterday! electrifying! daft punk original epic!,1
"alissonmk9 theyre called shudder shades, work like window blind shade eyes, unfortunately make people wear look like complete tools, mr. west seems one exceptions. hope helped",-1
music nice,1
"damn, definitely check page like kind music. check traverse619 page!!",1
niggah,0
people ignorant..... daft punk video course got permission use sample song,-1
eric king amazing lol!,1
kanye prez 2020 kanyeforpresident2020!!! gotta donald trump 2020!!!,0
fuck too! daft punk da funk!,-1
kanye west e impresionante kanye west zhmli deyi kanye west awesome da kanye west est gnialkanye kanye west kanye pha ty l tuyt vi basic message kanye west amazing,1
made graduation made graduation...,0
"quien en 2025, son idnticas cantan cool",0
magnus carlsen,0
daft punk!! wow im late,-1
seems perfect deus ex human revolution,1
"slippymuddy oh original daft punk track youtube find it? daftpunk produce kanyes version to? kanye west daft punk seen together, also come daft punk never show faces.",0
distinctive symbol soldier helmet lol... dont act like never told ya lmao.,0
"saw alex!! search detroit formula one guy, sound like young kanye !",1
wait daft punk lol,-1
good song good old time,1
theroyalknights9 adblock plus!!!,0
description perfect example no need thank,1
kanye west type beat channel!,0
daftpunkisdafunk ...,0
people see comment 2o17 others see 2o16,0
1141 people disliked song r weak but 20328 people liked song stronger,0
"not actually them, theyre actor wearing suits. but daft punk got songwriting credit let kanye use music",0
"dude, daft punk make song good! really play along side artist too!",1
anyone else noticed vevo cooled addstravaganza?,0
george droyd,0
whats akira??,0
hangover part ii !!!!!!!!,-1
"polite? werent polite saying kanye thief. hardly ever see producer receiving feat. credits, couldve asked but obviously didnt care. got still get money this, theyre also cited album credit im sure dont give fuck unlike fan do.",-1
brian aragon akira rules! gg!,0
2188?,0
thats daft punk right?,-1
rip ride rocket,0
wow come yourself?,0
good ol day,1
youtube xd,0
song proof positive daft punk make instrument sound good use one songs.....like kanye west horrible voice.,1
love thus song even wen 1o november,1
thanks dolce gusto song 3,1
remind u tron portal 2?,0
get really saying honored lateness...he dropping gem back then. interview explained alot,0
strange,0
not bad,1
la flipantes aventuras del nahual policia adventure dog man,0
wach dogs2,0
thumb dont understand videoclip! least dont...,0
daft punk ! french music !haha,0
no top rated comment guess chance..... tits!,-1
also put 1.25 speed,0
never knew cassie,0
"people saying kanye west dead, go wikipedia. yes, car crash, but survived.",0
french!?!?!?!,0
"lmao daft punk fan calling ripoff. didnt know daft punk sample lot own, discovery album heavy usage sampleing. even stronger sampled edwin birdsong cola bottle baby watch?vz3akrwna2c8",0
overnlnethousandps3 ruin,-1
remix draft punk but different word,0
came movie never back,0
"ppl might not like kanye west, but song awesome!!",1
ahh daft punk 3,-1
think awesome dude ran president.,1
thumb not thump,0
unbelievable song!,1
never big fan kanye but damn great song,1
decade ahead time,0
dafuq japanese??????,-1
seems legit.,1
love original but remix aint bad u like hip hop,1
roommate alarm hate,-1
mrnbaballerforever thats bit unnessicary truth,0
289042 people dont know good music,-1
fucking pdiddy damn nice,1
ego roof time started become today?,0
filmed produced japan nice nice,1
wish made music like this! music went day married kim k,-1
abone olmayan beenmeyen toptur,0
thumb like song daft punk,0
justo cuando pensaba que harder better raster stronger no poda mejorar encuentro esto,0
dont understand didnt put daft punk name song?,-1
not kill make stronger!,1
man popular song always everywhere but dont know,1
"no, fuck kanye!",-1
need wake,0
tf didnt know stronger video,-1
"call sampling, lot artist use sample. happy daft punk cameo appearance one, go show respect still go originator.",1
vote ! daft 15 kayne 99,-1
"n yet pure genious. im pretty sure done past wrong, but honestly illiterate hypocritical people like really cant say much him. genius, taking music industry starting fashion line. im sure calling someone douchebag make person calling that. saying broski",-1
"bud yo u goin? well, kill 1,245 people. bud omg dont that! ill call cops. good cuz thell stop 21,901 still growing. bud wait...what for. 1. kill people disliked kanye west stronger strong, 2. could junstin pussier fans. bud oh ok join you? already gone bud suit yourself. megan fox wanna party? bud heeeeeelllll yeaaaaaaaaa! im baaack........you son bitch. bud thumb sup all!!!",-1
absolute garbage,-1
"rip man, see heaven",1
made cool dance song.. anyone interested seeing it.. give thumb post it.. yo,1
littt,0
akira home akira home,0
listening song since 2007 released 8 still listening 11yrs later 19 youre person family like song kanye west dont even like stronger.,0
someone tell really ded?,0
anyone 2024 3moths 2025,0
daft punk remix? fyi remix daft punk song harder better faster stronger.,0
vickansven old used comment .,-1
"saw this,.. making one scene anime movie akira?",0
nespresso commercial,0
play captain america trailer,0
shamil7681 sory im 2012,0
good song one best listen,1
trk olan varmi,0
wait longer impaishent fuck. lol,-1
people still dont realize got permission use harder better faster stronger?,-1
song gonna make great bgm kaynes presidential speech!!!,1
"nightfire311 much liked tupac, wasnt much original thinker youre giving credit being. referencing quote waaaaay even born. friedrich nietzsche born 1844 said not kill u make u stronger. even old proverb effect. im not even saying nietzsche first, but not tupac original. haha",0
"bad not...whether like not, kanye daft punk sample",-1
came logan paul dancing mom car friend come end wha aaaaat o. kkkk,0
djsoyboy change tampon,0
one best rapper,1
bad song huh?,-1
20162017 squad,0
billionaire ye,0
anyone 2020 anyonw got song recommendation preferably old song,0
point people say.. shady much better,1
least say ft daft punk ... cause song using soo...,0
original daft punk song better cope,0
ooooh... original!,0
"heypeople,i,need,1000,subscribers,please are,you,gonna,help,a,youngin,out imma,16,yearold,rappersingerproducer please,help,out",0
seen many meme ai generated kanye voice voice make laugh automatically.,1
im hear song watch dog 2,0
gokanye,0
"1,000,000",0
song aight not good not bad,0
2022 ready,0
im sure kanye pay money not put that.,0
205 still watching .. mee,0
adidas uwu,1
omg!!! cant believe daft punk stole intro him!! theyre posers!!! kanye 4 ever,-1
poopydi scoop,0
10 day born,0
best singer earth let go man make kanye big brother love,1
"sampled not stolen. sampled stolen different things. stolen, would suing done probably.",-1
bro turning kanye east,0
1.25 really cool,1
hello 2018!!,1
im gonna fight bullie school cause song make stornger,-1
wtf 480p help,-1
"2009? wow, song could new! mean, sow popular music sound 20132015!",1
super autotune robot lol,1
"badmoviesnow everyones already chewed out, im gonna call idiot. sorry born way.",-1
need song like kanye again...,0
man... chose wrong path man...,-1
done song concert,0
uk germany well.,0
love songh,1
guy like song leave like.,1
used watch old pc like 7 yo video downloaded memory overwhelming,1
114 tron! p,1
loyalty card mcdonalds,1
super man,1
siktir turkler,0
actual fck song?!,-1
hey hey hey,0
kingfish1993 hit dislike cock,-1
everybody obligation like song. legendary song !,1
"saw meme yelling hollering king. rapper quick scream wonderful ??? ive met lovely people sit world like royalty. interestingly enough, tend not think much themselves. may lord watch.. httpsyoutube.complaylist?listpl9544djjdpqefsg0pppowtilphpgi9xsiczuyojqwz2i8nnjk",1
"song awesome! happened music today? nothing bad em, but awesomeness!",1
911 m8,0
love got daft punk vid.,-1
confused vid,-1
cancer wont kill kanye youre stronger!,1
not music taste but amazing ive gone daft punk around world this! music taste changed better rock! 3,1
always thought good song,1
never back downnn. 3,0
"hello. iim aspiring singer trying get started youtube. lot underrated talent youtube believe one them. please stop support me! not disappointed! like hear, dont forget subscribe!",1
"435annett adding this, kanye really sucked much claim daft punk decide work him?",-1
nne gelen sarkc olmu amk,0
anyone know strip kanyes voice daft punk?,-1
fabulous ! love love !,1
cool katz,1
machine beginning anime called akira,0
shouldna thought wouldnt fight hospital thats know till thats rich people home even,0
met person hand. swear god...asked bathroom was. pointed direction. work related thing g shockwatch.,0
take back 2017!!!!,-1
tiktok?,0
da shittt.....takin bakkkkkkkk,-1
daft punk part best,1
caliboy92236 2007,0
great...now 2 top comment basically same...,0
"ahh, day kanye wasnt attention whore.. good times.",0
conjunctivitis. com site sore eye,-1
"like version daft punk original seeming video, must like well",1
pause 029 030 boner,0
kakashi v hidan,0
"kanye weeb, evidence",-1
miss old day brings back deja vu,0
ahahhaha,1
"fuck taylor swift, thats coming heart",-1
quebrando regras krl hueheueheueheue,0
kanye pre kim ridiculous machine...hit machine,-1
daft punk made song? didnt know,0
childhood,1
imagine successful would made music not ranting jews.,0
kac vega xd,0
boliviano,0
nice song xd,1
good luck dont get ur kicked p,0
"music video need less girl akira. but nice effort, yo.",1
italiaprincess94 du seisches.,0
never get old,1
never back down!!! 2017?,1
nescaf poder,0
tmz camera man didnt want get stronger,0
fish gay!! fish gay!! fish gay!! fish gay!! fish gay!! fish gay!!,-1
chinese?,0
love kayne west duft punk 3,1
im getting fucking older,-1
olala14,0
whatupdawwwg grandmother said around tupac born looked quote man named friedrich nietzsche tupac stole dead guy,0
dont act like never told yaaaaaaaaaaaaaa,0
"2022, , . , .",0
gzel ya,0
"funny enough no credit daft punk video, even though thing making song good.",0
daft punk doesnt like,-1
"teachmeehowtoshuffle yeah lol, watched one tron movie thats found daft punk made background song",0
"no, no, no! come people sample harder, better, faster, stronger, not technologic, technologic, daft punk record, human all... track discovery... come now! p",-1
"godlessmartyr666 ooh, ok, see, sorry haha",-1
chick vidioe look like,-1
connor maynard god plan,1
10yrs damn,-1
kanye bermensch!,0
remember simpler time listened rip ride rocket universal studios. im quarantine waiting relief check hour got decimated. good times.,1
"reason video worth watching kinda like lower tune song, but kanye west part make crappy. but dont get wrong, daft punk version well not really version, like song copyright much much better this.",1
